Date;Open;High;Low;Close;Adj Close;Volume;Rendimento;Rend %
26/04/22;122750000;122750000;119161850;119505997;119505997;49394000;-0,03038;-3,03773
27/04/22;114373001;117500000;113124252;115020500;115020500;62238000;-0,03753;-3,75337
28/04/22;117114998;120438499;115143898;119411499;119411499;36790000;0,03818;3,81758
29/04/22;117578003;118959999;114694000;114966499;114966499;33694000;-0,03722;-3,72242
02/05/22;113906502;117339500;113399498;117156998;117156998;30280000;0,01905;1,90534
03/05/22;116764999;119300003;116626999;118129501;118129501;21216000;0,00830;0,83009
04/05/22;118003502;123142998;115738503;122574997;122574997;33232000;0,03763;3,76324
05/05/22;120220497;121233253;115182503;116746498;116746498;43090000;-0,04755;-4,75505
06/05/22;115518997;117498497;114142998;115660004;115660004;35310000;-0,00931;-0,93064
09/05/22;113303497;115562897;112551498;113084000;113084000;34520000;-0,02227;-2,22722
10/05/22;116040497;116691002;113383301;114584503;114584503;31158000;0,01327;1,32689
11/05/22;113710503;116670998;113650002;113960999;113960999;36502000;-0,00544;-0,54414
12/05/22;111938004;114856499;110113503;113161003;113161003;41464000;-0,00702;-0,70199
13/05/22;114845497;118084999;114000000;116515503;116515503;29738000;0,02964;2,96436
16/05/22;115384003;116607498;114334999;114792503;114792503;23282000;-0,01479;-1,47877
17/05/22;117227501;117227501;115337502;116701500;116701500;21576000;0,01663;1,66300
18/05/22;115237503;115695648;112141998;112401001;112401001;27982000;-0,03685;-3,68504
19/05/22;111841003;113587502;110468002;110745499;110745499;29192000;-0,01473;-1,47285
20/05/22;112085503;112550003;106373001;109313004;109313004;37586000;-0,01294;-1,29350
23/05/22;110103996;112005501;109154251;111666496;111666496;31558000;0,02153;2,15298
24/05/22;106377502;106394997;102208000;105926003;105926003;60386000;-0,05141;-5,14075
25/05/22;105141998;106544701;104211250;105839500;105839500;37900000;-0,00082;-0,08166
26/05/22;106050499;108955254;105487999;108295998;108295998;30288000;0,02321;2,32097
27/05/22;109788498;112867996;109550003;112799004;112799004;29924000;0,04158;4,15805
31/05/22;113079002;116433502;112572502;114039001;114039001;51302000;0,01099;1,09930
01/06/22;114931503;117399002;113550499;114137001;114137001;28630000;0,00086;0,08594
02/06/22;114188004;117898003;113307999;117746002;117746002;27472000;0,03162;3,16199
03/06/22;115992500;116364502;113667999;114564003;114564003;25052000;-0,02702;-2,70243
06/06/22;116742500;119398499;116528297;117010498;117010498;23786000;0,02135;2,13548
07/06/22;115648003;117748650;115125504;117229500;117229500;26414000;0,00187;0,18716
08/06/22;116876503;118646004;116696747;117237999;117237999;22544000;0,00007;0,00725
09/06/22;116341499;118349998;114866997;114917999;114917999;23142000;-0,01979;-1,97888
10/06/22;112781250;113497002;110861000;111427498;111427498;31324000;-0,03037;-3,03738
13/06/22;107445999;109218498;106588051;106876503;106876503;36756000;-0,04084;-4,08427
14/06/22;106889999;108457497;106351997;107194000;107194000;25480000;0,00297;0,29707
15/06/22;108899498;112063004;108118752;110390503;110390503;33192000;0,02982;2,98198
16/06/22;108149498;109290497;105792503;106636002;106636002;35314000;-0,03401;-3,40111
17/06/22;106535004;109249496;105628548;107865501;107865501;43516000;0,01153;1,15299
21/06/22;109702003;112672997;109293503;112014999;112014999;39010000;0,03847;3,84692
22/06/22;111163002;113769501;110724297;112033997;112033997;23922000;0,00017;0,01696
23/06/22;112949997;113196503;111028999;112684502;112684502;24710000;0,00581;0,58063
24/06/22;113602997;118637497;113602997;118538002;118538002;39122000;0,05195;5,19459
27/06/22;118934998;119250000;116000748;116622498;116622498;32840000;-0,01616;-1,61594
28/06/22;116350998;117856499;112444000;112571503;112571503;28232000;-0,03474;-3,47360
29/06/22;112148499;113664497;111554001;112256500;112256500;18628000;-0,00280;-0,27982
30/06/22;110499496;111329803;107309998;109372498;109372498;38046000;-0,02569;-2,56912
01/07/22;108336998;109806351;107105003;109081001;109081001;31028000;-0,00267;-0,26652
05/07/22;107514503;114052597;106249496;113887001;113887001;36398000;0,04406;4,40590
06/07/22;114092003;116351997;112250504;115213501;115213501;28852000;0,01165;1,16475
07/07/22;116008003;119862000;115533997;119306000;119306000;32184000;0,03552;3,55210
08/07/22;117550003;120434998;117514000;120168503;120168503;29082000;0,00723;0,72293
11/07/22;118650002;118794502;116234497;116522499;116522499;26718000;-0,03034;-3,03408
12/07/22;116838501;117849503;114614998;114849503;114849503;24970000;-0,01436;-1,43577
13/07/22;112639000;115156998;111822998;112186996;112186996;38958000;-0,02318;-2,31826
14/07/22;110825996;111987503;109325500;111440002;111440002;32366000;-0,00666;-0,66585
15/07/22;112962997;114000504;111822502;112766998;112766998;34330000;0,01191;1,19077
18/07/22;113440002;114800003;109300003;109910004;109910004;33354000;-0,02534;-2,53354
19/07/22;111730003;114809998;110500000;114620003;114620003;30992300;0,04285;4,28532
20/07/22;114059998;116330002;113260002;114699997;114699997;26780100;0,00070;0,06979
21/07/22;115089996;115209999;111910004;115040001;115040001;27267800;0,00296;0,29643
22/07/22;111809998;113180000;107599998;108360001;108360001;44455300;-0,05807;-5,80668
25/07/22;108879997;110580002;107010002;108209999;108209999;28289900;-0,00138;-0,13843
26/07/22;107430000;107739998;104760002;105440002;105440002;36626600;-0,02560;-2,55983
27/07/22;109599998;114400002;108419998;113599998;113599998;41474600;0,07739;7,73899
28/07/22;112800003;114699997;111850998;114589996;114589996;23303800;0,00871;0,87148
29/07/22;113400002;116900002;113230003;116639999;116639999;31336200;0,01789;1,78899
01/08/22;115529999;117120003;114690002;115480003;115480003;22856200;-0,00995;-0,99451
02/08/22;114430000;117080002;114260002;115900002;115900002;17911000;0,00364;0,36370
03/08/22;116339996;119419998;116150002;118779999;118779999;25302800;0,02485;2,48490
04/08/22;118300003;119500000;117709999;118870003;118870003;15757700;0,00076;0,07577
05/08/22;116930000;118860001;116709999;118220001;118220001;15615700;-0,00547;-0,54682
08/08/22;119120003;120860001;117830002;118139999;118139999;17061100;-0,00068;-0,06767
09/08/22;117989998;118199997;116559998;117500000;117500000;15424300;-0,00542;-0,54173
10/08/22;119589996;121779999;119360001;120650002;120650002;20497000;0,02681;2,68085
11/08/22;122080002;122339996;119550003;119820000;119820000;16671600;-0,00688;-0,68794
12/08/22;121160004;122650002;120400002;122650002;122650002;16121100;0,02362;2,36188
15/08/22;122209999;123260002;121570000;122879997;122879997;15525000;0,00188;0,18752
16/08/22;122320000;123227997;121535004;122510002;122510002;15626200;-0,00301;-0,30110
17/08/22;120930000;122150002;120199997;120320000;120320000;17589200;-0,01788;-1,78761
18/08/22;120230003;121690002;119550003;120860001;120860001;15652000;0,00449;0,44880
19/08/22;119870003;120000000;117669998;118120003;118120003;20187000;-0,02267;-2,26708
22/08/22;116099998;116500000;114669998;115070000;115070000;19316000;-0,02582;-2,58212
